DatasetID	PortalURI	NumMatchingSubjects	AvailableImageModalites	sessions	tasks	fmriprep	mriqc
ds002393	https://github.com/OpenNeuroDatasets/ds002393	19	['anat', 'dwi']	[]	[]	False	False
ds002411	https://github.com/OpenNeuroDatasets/ds002411	29	['anat', 'func']	[]	['ProgramCategorization']	https://github.com/OpenNeuroDerivatives/ds002411-fmriprep	https://github.com/OpenNeuroDerivatives/ds002411-mriqc
ds002419	https://github.com/OpenNeuroDatasets/ds002419	48	['anat', 'fmap', 'func']	['scan1', 'scan2']	['taste1', 'taste2']	False	False
ds002422	https://github.com/OpenNeuroDatasets/ds002422	46	['anat', 'fmap', 'func']	[]	['arithm', 'rest']	https://github.com/OpenNeuroDerivatives/ds002422-fmriprep	https://github.com/OpenNeuroDerivatives/ds002422-mriqc
ds002424	https://github.com/OpenNeuroDatasets/ds002424	79	['anat', 'func']	['T1']	['SLD', 'SLI', 'SSD', 'SSI', 'VLD', 'VLI', 'VSD', 'VSI']	False	https://github.com/OpenNeuroDerivatives/ds002424-mriqc
ds002513	https://github.com/OpenNeuroDatasets/ds002513	65	['anat', 'fmap', 'func']	[]	['cueexposure']	False	https://github.com/OpenNeuroDerivatives/ds002513-mriqc
ds002522	https://github.com/OpenNeuroDatasets/ds002522	48	['anat', 'func']	['01', '02']	['CRF']	False	https://github.com/OpenNeuroDerivatives/ds002522-mriqc
ds002543	https://github.com/OpenNeuroDatasets/ds002543	49	['anat', 'dwi', 'func']	[]	['RLlearningphase', 'RLtestphase', 'Stopsignal', 'ppaffalomapper']	False	https://github.com/OpenNeuroDerivatives/ds002543-mriqc
ds002547	https://github.com/OpenNeuroDatasets/ds002547	26	['anat', 'func']	['1', '2']	['other', 'self']	https://github.com/OpenNeuroDatasets/ds002547/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDerivatives/ds002547-mriqc
ds002549	https://github.com/OpenNeuroDatasets/ds002549	1	['anat', 'fmap', 'func']	['bhb', 'glu']	['maze', 'rest']	False	https://github.com/OpenNeuroDerivatives/ds002549-mriqc
ds002550	https://github.com/OpenNeuroDatasets/ds002550	22	['anat', 'meg']	['01', '02', 'mri']	['LocalizerControl', 'WorkingMemory']	False	False
ds002551	https://github.com/OpenNeuroDatasets/ds002551	7	['anat', 'func']	[]	['rest']	False	False
ds002574	https://github.com/OpenNeuroDatasets/ds002574	3	['anat', 'fmap', 'func']	['01', '02', '03', '04']	['prf']	False	https://github.com/OpenNeuroDerivatives/ds002574-mriqc
ds002578	https://github.com/OpenNeuroDatasets/ds002578	2	['anat', 'eeg']	[]	['attention']	False	False
ds002596	https://github.com/OpenNeuroDatasets/ds002596	19	['anat', 'func']	[]	['d1', 'd2']	False	https://github.com/OpenNeuroDerivatives/ds002596-mriqc
ds002602	https://github.com/OpenNeuroDatasets/ds002602	56	['anat', 'dwi', 'fmap', 'func']	[]	['read', 'rest']	False	False
ds002603	https://github.com/OpenNeuroDatasets/ds002603	23	['anat', 'fmap', 'func']	[]	['wm']	False	False
ds002606	https://github.com/OpenNeuroDatasets/ds002606	10	['anat', 'func']	['01', '02']	['locAPepi3d', 'locAPsms16iso', 'locPAepi3d5vol', 'locPAsms16iso5vol']	False	False
ds002608	https://github.com/OpenNeuroDatasets/ds002608	41	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002608-mriqc
ds002609	https://github.com/OpenNeuroDatasets/ds002609	49	['anat', 'fmap', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002609-mriqc
ds002614	https://github.com/OpenNeuroDatasets/ds002614	1	['anat', 'func']	[]	['rest']	False	False
ds002634	https://github.com/OpenNeuroDatasets/ds002634	20	['anat', 'beh', 'dwi', 'fmap', 'func']	[]	['ArtVoc', 'Factorial']	False	False
ds002643	https://github.com/OpenNeuroDatasets/ds002643	80	['anat', 'fmap', 'func']	[]	['Decisiontask', 'Healthratingtask', 'RestingState', 'Tasteratingtask']	False	https://github.com/OpenNeuroDerivatives/ds002643-mriqc
ds002647	https://github.com/OpenNeuroDatasets/ds002647	91	['anat', 'func']	[]	['IHG', 'Oddball']	False	False
ds002655	https://github.com/OpenNeuroDatasets/ds002655	35	['anat', 'fmap', 'func']	[]	['TemporalMST']	False	https://github.com/OpenNeuroDerivatives/ds002655-mriqc
ds002672	https://github.com/OpenNeuroDatasets/ds002672	5	['anat', 'func']	['01', '02']	['locLREye']	False	False
ds002674	https://github.com/OpenNeuroDatasets/ds002674	1	['anat', 'fmap', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60']	['rest']	False	False
ds002675	https://github.com/OpenNeuroDatasets/ds002675	24	['anat', 'func']	['acute', 'followup']	['language']	False	https://github.com/OpenNeuroDerivatives/ds002675-mriqc
ds002680	https://github.com/OpenNeuroDatasets/ds002680	14	['eeg']	['01', '02']	['gonogo']	False	False
ds002683	https://github.com/OpenNeuroDatasets/ds002683	30	['anat', 'fmap', 'func']	[]	['1back', 'effort']	False	False
ds002684	https://github.com/OpenNeuroDatasets/ds002684	4	['anat', 'fmap', 'func']	['3T', 'GE', 'GRASE', 'SE', 'SE3sTR']	['check', 'movie', 'prf']	False	False
ds002685	https://github.com/OpenNeuroDatasets/ds002685	13	['anat', 'dwi', 'fmap', 'func']	['00', '01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27']	['ArchiEmotional', 'ArchiSocial', 'ArchiSpatial', 'ArchiStandard', 'Attention', 'Audi', 'Audio', 'Bang', 'ClipsTrn', 'ClipsVal', 'ColumbiaCards', 'ContRing', 'Discount', 'DotPatterns', 'Enumeration', 'ExpRing', 'HcpEmotion', 'HcpGambling', 'HcpLanguage', 'HcpMotor', 'HcpRelational', 'HcpSocial', 'HcpWm', 'Lec1', 'Lec2', 'MCSE', 'MTTNS', 'MTTWE', 'MVEB', 'MVIS', 'Moto', 'PreferenceFaces', 'PreferenceFood', 'PreferenceHouses', 'PreferencePaintings', 'RSVPLanguage', 'Raiders', 'RestingState', 'SelectiveStopSignal', 'Self', 'StopSignal', 'Stroop', 'TwoByTwo', 'VSTM', 'Visu', 'WardAndAllport', 'WedgeAnti', 'WedgeClock']	False	False
ds002687	https://github.com/OpenNeuroDatasets/ds002687	24	['anat', 'func']	[]	['SLD', 'SLI', 'SSD', 'SSI', 'VLD', 'VLI', 'VSD', 'VSI']	https://github.com/OpenNeuroDerivatives/ds002687-fmriprep	https://github.com/OpenNeuroDerivatives/ds002687-mriqc
ds002691	https://github.com/OpenNeuroDatasets/ds002691	20	['eeg']	[]	['internalattention']	False	False
ds002702	https://github.com/OpenNeuroDatasets/ds002702	11	['anat', 'fmap', 'func']	['anatomicals', 'floc7T', 'ring3T', 'ring7T', 'ringSE']	['floc', 'ring']	False	https://github.com/OpenNeuroDerivatives/ds002702-mriqc
ds002711	https://github.com/OpenNeuroDatasets/ds002711	15	['anat', 'func']	[]	['smiley']	False	https://github.com/OpenNeuroDerivatives/ds002711-mriqc
ds002712	https://github.com/OpenNeuroDatasets/ds002712	25	['anat', 'beh', 'meg']	[]	['numbersletters']	False	False
ds002715	https://github.com/OpenNeuroDatasets/ds002715	8	['anat', 'func']	['mri']	['AVSceneslong', 'AVScenesshort']	False	https://github.com/OpenNeuroDerivatives/ds002715-mriqc
ds002717	https://github.com/OpenNeuroDatasets/ds002717	59	['anat', 'func']	[]	['blank', 'bodyodor']	False	False
ds002718	https://github.com/OpenNeuroDatasets/ds002718	18	['anat', 'eeg']	[]	['FaceRecognition']	False	False
ds002720	https://github.com/OpenNeuroDatasets/ds002720	18	['eeg']	[]	['run1', 'run10', 'run2', 'run3', 'run4', 'run5', 'run6', 'run7', 'run8', 'run9']	False	False
ds002721	https://github.com/OpenNeuroDatasets/ds002721	31	['eeg']	[]	['run1', 'run2', 'run3', 'run4', 'run5', 'run6']	False	False
ds002722	https://github.com/OpenNeuroDatasets/ds002722	19	['eeg']	[]	['run1', 'run2', 'run3', 'run4', 'run5']	False	False
ds002723	https://github.com/OpenNeuroDatasets/ds002723	8	['eeg']	[]	['run1', 'run2', 'run3', 'run4', 'run5', 'run6']	False	False
ds002724	https://github.com/OpenNeuroDatasets/ds002724	10	['eeg']	['1', '2', '3']	['run1', 'run2', 'run3', 'run4']	False	False
ds002725	https://github.com/OpenNeuroDatasets/ds002725	21	['anat', 'eeg', 'func']	[]	['classicalMusic', 'genMusic01', 'genMusic02', 'genMusic03', 'washout']	False	False
ds002726	https://github.com/OpenNeuroDatasets/ds002726	29	['anat']	[]	[]	False	False
ds002727	https://github.com/OpenNeuroDatasets/ds002727	23	['anat', 'fmap', 'func']	[]	['silentreading']	False	https://github.com/OpenNeuroDerivatives/ds002727-mriqc
ds002731	https://github.com/OpenNeuroDatasets/ds002731	59	['anat', 'func']	[]	['encoding', 'retrieval']	False	https://github.com/OpenNeuroDerivatives/ds002731-mriqc
ds002732	https://github.com/OpenNeuroDatasets/ds002732	30	['anat', 'func']	[]	['rating']	False	https://github.com/OpenNeuroDerivatives/ds002732-mriqc
ds002733	https://github.com/OpenNeuroDatasets/ds002733	1	['anat', 'func']	['001']	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002733-mriqc
ds002734	https://github.com/OpenNeuroDatasets/ds002734	22	['anat', 'func']	[]	['main']	https://github.com/OpenNeuroDerivatives/ds002734-fmriprep	https://github.com/OpenNeuroDerivatives/ds002734-mriqc
ds002735	https://github.com/OpenNeuroDatasets/ds002735	11	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002735-mriqc
ds002737	https://github.com/OpenNeuroDatasets/ds002737	1	['anat', 'fmap', 'func']	['01', '02', '03']	['Stroop', 'notStroop']	False	https://github.com/OpenNeuroDerivatives/ds002737-mriqc
ds002738	https://github.com/OpenNeuroDatasets/ds002738	36	['anat', 'fmap', 'func']	[]	['rest', 'reward']	False	https://github.com/OpenNeuroDerivatives/ds002738-mriqc
ds002739	https://github.com/OpenNeuroDatasets/ds002739	24	['anat', 'func']	[]	['main']	False	False
ds002741	https://github.com/OpenNeuroDatasets/ds002741	30	['anat', 'func']	['mri']	['caricatures', 'localizer']	False	False
ds002743	https://github.com/OpenNeuroDatasets/ds002743	3	['anat']	[]	[]	False	False
ds002748	https://github.com/OpenNeuroDatasets/ds002748	72	['anat', 'func']	[]	['rest']	https://github.com/OpenNeuroDerivatives/ds002748-fmriprep	https://github.com/OpenNeuroDerivatives/ds002748-mriqc
ds002749	https://github.com/OpenNeuroDatasets/ds002749	29	['anat', 'func']	['post', 'pre']	['rest']	False	False
ds002750	https://github.com/OpenNeuroDatasets/ds002750	3	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002750-mriqc
ds002761	https://github.com/OpenNeuroDatasets/ds002761	25	['meg']	[]	['loc', 'mem']	False	False
ds002766	https://github.com/OpenNeuroDatasets/ds002766	3	['anat', 'fmap', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '50', '51', '52', '53', '54', '55', '56', '57', '58', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85', '86', '87']	['motor', 'rest']	False	False
ds002770	https://github.com/OpenNeuroDatasets/ds002770	86	['anat', 'fmap', 'func']	[]	['cueexposure']	False	False
ds002773	https://github.com/OpenNeuroDatasets/ds002773	19	['anat', 'beh', 'func']	['day1', 'day2', 'day3']	['learnab', 'learnac', 'localizer', 'practiceab', 'retrieval', 'reviewab', 'updating']	False	False
ds002776	https://github.com/OpenNeuroDatasets/ds002776	26	['anat', 'fmap', 'func']	['01', '02', '03', '04']	['motorseq']	False	https://github.com/OpenNeuroDerivatives/ds002776-mriqc
ds002778	https://github.com/OpenNeuroDatasets/ds002778	31	['beh', 'eeg']	['hc', 'off', 'on']	['rest']	False	False
ds002785	https://github.com/OpenNeuroDatasets/ds002785	216	['anat', 'dwi', 'func']	[]	['anticipation', 'emomatching', 'faces', 'gstroop', 'restingstate', 'workingmemory']	https://github.com/OpenNeuroDatasets/ds002785/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDerivatives/ds002785-mriqc
ds002790	https://github.com/OpenNeuroDatasets/ds002790	226	['anat', 'dwi', 'fmap', 'func']	[]	['emomatching', 'restingstate', 'stopsignal', 'workingmemory']	https://github.com/OpenNeuroDatasets/ds002790/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDerivatives/ds002790-mriqc
ds002791	https://github.com/OpenNeuroDatasets/ds002791	23	['eeg']	['naming', 'spelling']	[]	False	False
ds002793	https://github.com/OpenNeuroDatasets/ds002793	28	['anat', 'func']	[]	['tom', 'tps']	False	https://github.com/OpenNeuroDerivatives/ds002793-mriqc
ds002797	https://github.com/OpenNeuroDatasets/ds002797	22	['anat', 'func']	[]	['Main']	False	https://github.com/OpenNeuroDerivatives/ds002797-mriqc
ds002799	https://github.com/OpenNeuroDatasets/ds002799	26	['anat', 'fmap', 'func', 'ieeg']	['postop', 'preop']	['es', 'rest']	https://github.com/OpenNeuroDatasets/ds002799/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDerivatives/ds002799-mriqc
ds002809	https://github.com/OpenNeuroDatasets/ds002809	17	['anat', 'func']	[]	['loc', 'varyingISI']	False	False
ds002813	https://github.com/OpenNeuroDatasets/ds002813	38	['anat', 'func']	[]	['fintest', 'imtest', 'train']	False	https://github.com/OpenNeuroDerivatives/ds002813-mriqc
ds002814	https://github.com/OpenNeuroDatasets/ds002814	21	['anat', 'eeg', 'func']	['eeg', 'mri']	['categorySelectivity']	False	False
ds002833	https://github.com/OpenNeuroDatasets/ds002833	20	['eeg']	['Audio', 'Memory', 'Naming', 'RestingState']	['PicturesNaming']	False	False
ds002835	https://github.com/OpenNeuroDatasets/ds002835	26	['anat', 'fmap', 'func']	[]	['prospection']	False	https://github.com/OpenNeuroDerivatives/ds002835-mriqc
ds002837	https://github.com/OpenNeuroDatasets/ds002837	86	['anat', 'func']	[]	['12yearsaslave', '500daysofsummer', 'backtothefuture', 'citizenfour', 'littlemisssunshine', 'pulpfiction', 'split', 'theprestige', 'theshawshankredemption', 'theusualsuspects']	False	https://github.com/OpenNeuroDerivatives/ds002837-mriqc
ds002841	https://github.com/OpenNeuroDatasets/ds002841	29	['anat', 'func']	[]	['localizer', 'masscolor', 'massfriction', 'masstask']	False	https://github.com/OpenNeuroDerivatives/ds002841-mriqc
ds002842	https://github.com/OpenNeuroDatasets/ds002842	22	['anat', 'fmap', 'func']	[]	['silentreading']	False	https://github.com/OpenNeuroDerivatives/ds002842-mriqc
ds002843	https://github.com/OpenNeuroDatasets/ds002843	166	['anat', 'dwi', 'fmap', 'func']	['scan1', 'scan2']	['itc', 'rest', 'risk']	False	https://github.com/OpenNeuroDerivatives/ds002843-mriqc
ds002844	https://github.com/OpenNeuroDatasets/ds002844	6	['anat', 'ieeg']	[]	['PROBE']	False	False
ds002848	https://github.com/OpenNeuroDatasets/ds002848	5	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002848-mriqc
ds002862	https://github.com/OpenNeuroDatasets/ds002862	71	['anat', 'func']	['1', '2']	['read']	False	False
ds002868	https://github.com/OpenNeuroDatasets/ds002868	16	['anat']	['1', '2']	[]	False	False
ds002870	https://github.com/OpenNeuroDatasets/ds002870	132	['anat']	['1', '2']	[]	False	False
ds002872	https://github.com/OpenNeuroDatasets/ds002872	39	['anat', 'fmap', 'func']	[]	['illusion', 'rest']	False	https://github.com/OpenNeuroDerivatives/ds002872-mriqc
ds002873	https://github.com/OpenNeuroDatasets/ds002873	1	['anat', 'func']	[]	['music']	False	False
ds002878	https://github.com/OpenNeuroDatasets/ds002878	35	['anat', 'fmap', 'func']	['1']	['soccer']	False	https://github.com/OpenNeuroDerivatives/ds002878-mriqc
ds002879	https://github.com/OpenNeuroDatasets/ds002879	32	['anat', 'func']	[]	['AANonWord', 'AAWord', 'VVNonWord', 'VVWord']	False	https://github.com/OpenNeuroDerivatives/ds002879-mriqc
ds002885	https://github.com/OpenNeuroDatasets/ds002885	2	['meg']	[]	['DMW', 'DSMW', 'EmptyRoom', 'Reference']	False	False
ds002886	https://github.com/OpenNeuroDatasets/ds002886	56	['anat', 'func']	['T1']	['Syllogisms', 'Transitive']	https://github.com/OpenNeuroDerivatives/ds002886-fmriprep	https://github.com/OpenNeuroDerivatives/ds002886-mriqc
ds002893	https://github.com/OpenNeuroDatasets/ds002893	49	['eeg']	[]	['AuditoryVisualShift']	False	False
ds002894	https://github.com/OpenNeuroDatasets/ds002894	18	['anat', 'func']	[]	['languagelocalizer', 'maindesign']	https://github.com/OpenNeuroDatasets/ds002894/tree/main/derivatives/fmriprep	False
ds002896	https://github.com/OpenNeuroDatasets/ds002896	38	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds002896-mriqc
ds002898	https://github.com/OpenNeuroDatasets/ds002898	27	['anat', 'fmap', 'func', 'pet']	[]	['rest']	https://github.com/OpenNeuroDerivatives/ds002898-fmriprep	https://github.com/OpenNeuroDerivatives/ds002898-mriqc
ds002905	https://github.com/OpenNeuroDatasets/ds002905	18	['anat', 'func']	[]	['languagelocalizer', 'maindesign']	False	False
ds002908	https://github.com/OpenNeuroDatasets/ds002908	13	['meg']	['1', '2', '3', '4', '5', '6']	['mouse']	False	False
ds002912	https://github.com/OpenNeuroDatasets/ds002912	2	['anat']	[]	[]	False	False
ds002936	https://github.com/OpenNeuroDatasets/ds002936	3	['anat']	['1']	[]	False	https://github.com/OpenNeuroDatasets/ds002936/tree/main/derivatives/mriqc
ds002938	https://github.com/OpenNeuroDatasets/ds002938	30	['anat', 'fmap', 'func']	[]	['1back', 'effort']	False	https://github.com/OpenNeuroDerivatives/ds002938-mriqc
ds002939	https://github.com/OpenNeuroDatasets/ds002939	2	['anat']	[]	[]	False	False
ds002940	https://github.com/OpenNeuroDatasets/ds002940	24	['anat', 'func']	['01', '02']	['rest']	False	False
ds002941	https://github.com/OpenNeuroDatasets/ds002941	26	['anat', 'func']	[]	['Mult', 'Num', 'Rhyming', 'Sub']	False	False
ds002979	https://github.com/OpenNeuroDatasets/ds002979	1	['anat', 'fmap', 'func']	[]	['narrative']	False	False
ds002982	https://github.com/OpenNeuroDatasets/ds002982	2	['anat']	[]	[]	False	False
ds002989	https://github.com/OpenNeuroDatasets/ds002989	40	['anat', 'func']	[]	['DDbid']	False	False
ds002990	https://github.com/OpenNeuroDatasets/ds002990	20	['anat', 'func']	[]	['cpshop']	False	False
ds002994	https://github.com/OpenNeuroDatasets/ds002994	56	['anat', 'fmap', 'func']	[]	['fLoc', 'fribBids']	False	False
ds002995	https://github.com/OpenNeuroDatasets/ds002995	18	['anat', 'fmap', 'func']	['01', '02']	['tastemap']	False	False
ds003004	https://github.com/OpenNeuroDatasets/ds003004	34	['eeg']	[]	['ImaginedEmotion']	False	False
ds003005	https://github.com/OpenNeuroDatasets/ds003005	49	['anat', 'func']	[]	['rest']	False	False
ds003007	https://github.com/OpenNeuroDatasets/ds003007	29	['anat', 'func']	['post', 'pre']	['rest']	https://github.com/OpenNeuroDerivatives/ds003007-fmriprep	https://github.com/OpenNeuroDerivatives/ds003007-mriqc
ds003008	https://github.com/OpenNeuroDatasets/ds003008	49	['anat', 'func']	[]	['rest']	False	False
ds003011	https://github.com/OpenNeuroDatasets/ds003011	4	['anat', 'dwi', 'func']	['Y1CMH', 'Y1MRC', 'Y1ZHH', 'Y2CMH', 'Y2MRC', 'Y2ZHH', 'Y3CMH', 'Y3MRP', 'Y3ZHP', 'Y4CMP']	['rest']	False	https://github.com/OpenNeuroDerivatives/ds003011-mriqc
ds003012	https://github.com/OpenNeuroDatasets/ds003012	29	['anat', 'fmap', 'func']	[]	['doubleauction']	False	False
ds003017	https://github.com/OpenNeuroDatasets/ds003017	25	['anat', 'fmap', 'func']	[]	['movie']	False	https://github.com/OpenNeuroDerivatives/ds003017-mriqc
ds003020	https://github.com/OpenNeuroDatasets/ds003020	8	['anat', 'func']	['1', '2', '3', '4', '5', '6', '7']	['AudioMotorLocalizer', 'AuditoryLocalizer', 'CategoryLocalizer1', 'CategoryLocalizer2', 'CategoryLocalizer3', 'MotorLocalizer', 'adollshouse', 'adventuresinsayingyes', 'alternateithicatom', 'avatar', 'buck', 'exorcism', 'eyespy', 'fromboyhoodtofatherhood', 'hangtime', 'haveyoumethimyet', 'howtodraw', 'inamoment', 'itsabox', 'legacy', 'life', 'myfirstdaywiththeyankees', 'naked', 'odetostepfather', 'sloth', 'souls', 'stagefright', 'swimmingwithastronauts', 'thatthingonmyarm', 'theclosetthatateeverything', 'tildeath', 'undertheinfluence', 'wheretheressmoke']	https://github.com/OpenNeuroDerivatives/ds003020-fmriprep	https://github.com/OpenNeuroDerivatives/ds003020-mriqc
ds003023	https://github.com/OpenNeuroDatasets/ds003023	39	['anat', 'fmap', 'func']	[]	['happy', 'rest', 'sadln', 'sadsh']	False	False
ds003027	https://github.com/OpenNeuroDatasets/ds003027	23	['anat', 'dwi', 'func']	['1', '10', '11', '12', '13', '2', '3', '4', '5', '6', '7', '8', '9']	['rest']	False	False
ds003028	https://github.com/OpenNeuroDatasets/ds003028	26	['anat', 'func']	[]	['Mult', 'Num', 'Rhyming', 'Sub']	False	False
ds003029	https://github.com/OpenNeuroDatasets/ds003029	35	['ieeg']	['presurgery']	['ictal']	False	False
ds003037	https://github.com/OpenNeuroDatasets/ds003037	53	['anat', 'fmap', 'func']	['t0', 't1', 't14', 't2', 't3', 't4', 't5']	['rest']	False	https://github.com/OpenNeuroDerivatives/ds003037-mriqc
ds003039	https://github.com/OpenNeuroDatasets/ds003039	16	['eeg']	[]	['freeWalking']	False	False
ds003047	https://github.com/OpenNeuroDatasets/ds003047	11	['anat', 'dwi']	['1', '2']	[]	False	False
ds003059	https://github.com/OpenNeuroDatasets/ds003059	15	['func']	['LSD', 'PLCB']	['rest']	False	False
ds003061	https://github.com/OpenNeuroDatasets/ds003061	13	['eeg']	[]	['P300']	False	False
ds003076	https://github.com/OpenNeuroDatasets/ds003076	17	['anat', 'func']	[]	['Syllogisms', 'Transitive']	False	https://github.com/OpenNeuroDerivatives/ds003076-mriqc
ds003078	https://github.com/OpenNeuroDatasets/ds003078	6	['anat', 'ieeg']	[]	['PROBE']	False	False
ds003082	https://github.com/OpenNeuroDatasets/ds003082	2	['meg']	['0001', '20150112']	['mapping', 'noise']	False	False
ds003083	https://github.com/OpenNeuroDatasets/ds003083	26	['anat', 'func']	[]	['Mult', 'Num', 'Rhyming', 'Sub']	False	https://github.com/OpenNeuroDerivatives/ds003083-mriqc
ds003085	https://github.com/OpenNeuroDatasets/ds003085	39	['anat', 'fmap', 'func']	[]	['happy', 'rest', 'sadln', 'sadsh']	https://github.com/OpenNeuroDerivatives/ds003085-fmriprep	https://github.com/OpenNeuroDerivatives/ds003085-mriqc
ds003089	https://github.com/OpenNeuroDatasets/ds003089	20	['anat', 'func']	[]	['StartLip', 'StartToe']	False	https://github.com/OpenNeuroDerivatives/ds003089-mriqc
ds003090	https://github.com/OpenNeuroDatasets/ds003090	159	['func']	['T1', 'T2']	['rest']	False	False
ds003094	https://github.com/OpenNeuroDatasets/ds003094	16	['anat', 'func']	[]	['analogy']	False	False
ds003095	https://github.com/OpenNeuroDatasets/ds003095	38	['anat', 'func']	[]	['run1', 'run2', 'run3', 'run4']	False	https://github.com/OpenNeuroDerivatives/ds003095-mriqc
ds003097	https://github.com/OpenNeuroDatasets/ds003097	928	['anat', 'dwi', 'func']	[]	['moviewatching']	https://github.com/OpenNeuroDatasets/ds003097/tree/main/derivatives/fmriprep	https://github.com/OpenNeuroDerivatives/ds003097-mriqc
ds003098	https://github.com/OpenNeuroDatasets/ds003098	1	['anat']	[]	[]	False	False
ds003103	https://github.com/OpenNeuroDatasets/ds003103	30	['anat', 'func']	[]	['cpshop']	False	False
ds003104	https://github.com/OpenNeuroDatasets/ds003104	1	['anat', 'meg']	[]	['somato']	False	False
ds003114	https://github.com/OpenNeuroDatasets/ds003114	49	['anat', 'func']	[]	['rest']	False	https://github.com/OpenNeuroDerivatives/ds003114-mriqc
ds003126	https://github.com/OpenNeuroDatasets/ds003126	58	['anat', 'func']	['1', '2']	['read']	False	https://github.com/OpenNeuroDerivatives/ds003126-mriqc
ds003136	https://github.com/OpenNeuroDatasets/ds003136	25	['anat', 'fmap', 'func']	['01', '02']	['affect', 'infant']	False	https://github.com/OpenNeuroDerivatives/ds003136-mriqc
ds003138	https://github.com/OpenNeuroDatasets/ds003138	53	['anat', 'dwi', 'fmap']	['1', '2', '3']	[]	False	False
ds003145	https://github.com/OpenNeuroDatasets/ds003145	147	['anat', 'fmap', 'func']	[]	['verbgen']	False	False
ds003146	https://github.com/OpenNeuroDatasets/ds003146	33	['anat', 'func']	[]	['vocal']	False	https://github.com/OpenNeuroDerivatives/ds003146-mriqc
ds003148	https://github.com/OpenNeuroDatasets/ds003148	60	['anat', 'func']	[]	['Digit', 'Feature', 'Grammatical', 'ML', 'Odd', 'Paired', 'Polygon', 'Rotation', 'SOS', 'Spatial', 'Tree', 'Trouble']	False	False
ds003151	https://github.com/OpenNeuroDatasets/ds003151	20	['anat', 'func', 'perf']	['hormoneabsent', 'hormonepresent']	['nback']	False	False
ds003170	https://github.com/OpenNeuroDatasets/ds003170	16	['anat', 'fmap', 'func']	[]	['changepoint']	False	https://github.com/OpenNeuroDerivatives/ds003170-mriqc
ds003171	https://github.com/OpenNeuroDatasets/ds003171	17	['anat', 'dwi', 'func']	[]	['audio', 'audioawake', 'audiodeep', 'audiolight', 'audiorecovery', 'restawake', 'restdeep', 'restlight', 'restrecovery']	False	False
ds003176	https://github.com/OpenNeuroDatasets/ds003176	34	['anat', 'fmap', 'func']	['1']	['EyeMag']	False	https://github.com/OpenNeuroDerivatives/ds003176-mriqc
ds003190	https://github.com/OpenNeuroDatasets/ds003190	19	['eeg']	['01', '02', '03']	['cnos', 'ctos']	False	False
ds003192	https://github.com/OpenNeuroDatasets/ds003192	7	['anat', 'fmap', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10']	['breathhold']	False	False
ds003194	https://github.com/OpenNeuroDatasets/ds003194	15	['eeg']	['Nepopre', 'nepo6m']	['task6mnepo', 'taskprenepo']	False	False
ds003195	https://github.com/OpenNeuroDatasets/ds003195	10	['eeg']	['placebo6m', 'placebopre']	['taskplacebo6m', 'taskplacebopre']	False	False
ds003216	https://github.com/OpenNeuroDatasets/ds003216	3	['anat', 'func']	['01', '02', '03', '04', '05', '06', '07', '08', '09', '10', '11', '12', '13']	['movie', 'tapping', 'test']	False	False
ds003233	https://github.com/OpenNeuroDatasets/ds003233	25	['anat', 'func']	['wk1', 'wk2', 'wk3', 'wk4', 'wk5', 'wk6']	['placement', 'vid1', 'vid2', 'vid3', 'vid4', 'vid5', 'wk1recap', 'wk2recap', 'wk3recap', 'wk4recap', 'wk5recap']	False	False
ds003242	https://github.com/OpenNeuroDatasets/ds003242	96	['anat', 'fmap', 'func']	[]	['CIC', 'midloc']	https://github.com/OpenNeuroDerivatives/ds003242-fmriprep	False
